continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_tests,new_tests,positive_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,life_expectancy,human_development_index
Asia,India,2021-04-12,13689453,161736,171058,879,257806986,1180136,0.1142,108533085,95043039,13490046,4004520,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-04-13,13873825,184372,172085,1027,259207108,1400122,0.1194,111179578,97301914,13877664,2646493,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-04-14,14074564,200739,173123,1038,260618866,1411758,0.1248,114493238,100179199,14314039,3313660,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-04-15,14291917,217353,174308,1185,262003415,1384549,0.132,117223509,102349255,14874254,2730271,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-04-16,14526609,234692,175649,1341,263476625,1473210,0.14,119937641,104408484,15529157,2714132,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-04-17,14788003,261394,177150,1501,264972022,1495397,0.1465,122622590,106431076,16191514,2684949,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-04-18,15061805,273802,178769,1619,266538416,1566394,0.1548,123852566,107371770,16480796,1229976,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-04-19,15320972,259167,180530,1761,267894549,1356133,0.1617,127129113,109659181,17469932,3276547,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-04-20,15616130,295158,182553,2023,269414035,1519486,0.1707,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-04-21,15930774,314644,184657,2104,271053392,1639357,0.1779,129646105,111673361,17972744,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-04-22,16263695,332921,186920,2263,272705103,1651711,0.1842,132754608,113584269,19170339,3108503,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-04-23,16610481,346786,189544,2624,274445653,1740550,0.19,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-04-24,16960172,349691,192311,2767,276199222,1753569,0.1935,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-04-25,17313163,352991,195123,2812,277918810,1719588,0.1978,139185173,117795008,21390165,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-04-26,17636186,323023,197894,2771,279321177,1402367,0.2026,142524947,119886252,22638695,3339774,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-04-27,17997113,360927,201187,3293,280979877,1658700,0.2059,144879233,121263287,23615946,2354286,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-04-28,18376421,379308,204832,3645,282703789,1723912,0.2099,147053392,122538179,24515213,2174159,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-04-29,18762976,386555,208330,3498,284471979,1768190,0.2124,149268772,123811908,25456864,2215380,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-04-30,19164969,401993,211853,3523,286392086,1920107,0.2138,151998107,125376952,26621155,2729335,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-01,19557457,392488,215542,3689,288337385,1945299,0.214,153626325,126328970,27297355,1628218,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-02,19925517,368060,218959,3417,290142339,1804954,0.2137,154211511,126704151,27507360,585186,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-03,20282833,357316,222408,3449,291647037,1504698,0.2147,156082136,127696675,28385461,1870625,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-04,20664979,382146,226188,3780,293310779,1663742,0.2164,157750752,128627919,29122833,1668616,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-05,21077410,412431,230168,3980,294852078,1541299,0.2223,159931238,129730641,30200597,2180486,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-06,21491598,414188,234083,3915,296775209,1923131,0.2218,162603603,131058890,31544713,2672365,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-07,21892676,401078,238270,4187,298601699,1826490,0.2234,165190000,132294827,32895173,2586397,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-08,22296081,403405,242347,4077,300410043,1808344,0.2268,167493857,133366482,34127375,2303857,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-09,22662575,366494,246116,3769,302275471,1865428,0.2256,168304868,133854676,34450192,811011,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-10,22992517,329942,249992,3876,303750077,1474606,0.2239,171098918,135192013,35906905,2794050,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-11,23340938,348421,254197,4205,305600187,1850110,0.2177,173862643,136557345,37305298,2763725,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-12,23703665,362727,258317,4120,307583991,1983804,0.2063,176045577,137805245,38240332,2182934,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-13,24046809,343144,262317,4000,309448585,1864594,0.2016,178361846,139087590,39274256,2316269,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-14,24372907,326098,266207,3890,311324100,1875515,0.1949,179646413,139861462,39784951,1284567,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-15,24684077,311170,270284,4077,313017193,1693093,0.1894,181544536,141132112,40412424,1898123,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-16,24965463,281386,274390,4106,,,0.185,182251006,141764335,40486671,706470,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-17,25228996,263533,278719,4329,316423658,,0.1765,183817204,143090218,40726986,1566198,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-18,25496330,267334,283248,4529,318292881,1869223,0.1698,185191602,144270200,40921402,1374398,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-19,25772440,276110,287122,3874,320301177,2008296,0.1627,186410600,145333606,41076994,1218998,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-20,26031991,259551,291331,4209,322356187,2055010,0.1538,187886885,146624652,41262233,1476285,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-21,26289290,257299,295525,4194,324417870,2061683,0.1464,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-22,26530132,240842,299266,3741,326484155,2066285,0.1371,190842497,149219616,41622881,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-23,26752447,222315,303720,4454,328607937,2123782,0.1287,191719240,150033188,41686052,876743,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-24,26948874,196427,307231,3511,330536064,1928127,0.1219,194165711,152301505,41864206,2446471,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-25,27157795,208921,311388,4157,332594176,2058112,0.1162,195506779,153511379,41995400,1341068,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-26,27369093,211298,315235,3847,334811496,2217320,0.11,198425615,156189641,42235974,2918836,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-27,27555457,186364,318895,3660,336969353,2157857,0.1043,201203166,158783606,42419560,2777551,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-28,27729247,173790,322512,3617,339039861,2070508,0.0985,203166802,160605562,42561240,1963636,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-29,27894800,165553,325972,3460,341119909,2080048,0.0932,207088953,164158704,42930249,3922151,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-30,28047534,152734,329100,3128,343183748,2063839,0.0889,208665123,165598013,43067110,1576170,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-05-31,28175044,127510,331895,2795,344866883,1683135,0.0856,210449895,167191085,43258810,1784772,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-06-01,28307832,132788,335102,3207,346792257,1925374,0.081,213135738,169585180,43550558,2685843,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-06-02,28441986,134154,337989,2887,350057330,3265073,0.0704,215678166,171866824,43811342,2542428,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-06-03,28574350,132364,340702,2713,353782648,3725318,0.0606,218344384,174296917,44047467,2666218,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-06-04,28694879,120529,344082,3380,357433846,3651198,0.0525,223607768,179172948,44434820,5263384,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-06-05,28809339,114460,346759,2677,361174142,3740296,0.0456,225571144,180972102,44599042,1963376,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-06-06,28909975,100636,349186,2427,364746522,3572380,0.04,228041045,183275704,44765341,2469901,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-06-07,28996473,86498,351309,2123,366334111,1587589,0.0383,230490652,185501579,44989073,2449607,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-06-08,29089069,92596,353528,2219,368207596,1873485,0.0365,233680929,188363894,45317035,3190277,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-06-09,29182532,93463,355705,2177,370193563,1985967,0.0368,236856505,191222380,45634125,3175576,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-06-10,29274823,92291,363079,,372198253,2004690,0.038,240281903,194325996,45955907,3425398,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-06-11,29359155,84332,367081,4002,374242384,2044131,0.0395,243703242,197415653,46287589,3421339,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-06-12,29439989,80834,370384,3303,376232162,1989778,0.0419,246188067,199655293,46532774,2484825,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-06-13,29510410,70421,374305,3921,378132474,1900312,0.0449,249430416,202572835,46857581,3242349,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-06-14,29570881,60471,377031,2726,379624626,1492152,0.0432,252760364,205571046,47189318,3329948,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-06-15,29633105,62224,379573,2542,381375984,1751358,0.0413,255305366,207830971,47474395,2545002,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-06-16,29700313,67208,381903,2330,383306971,1930987,0.0395,258325900,210442950,47882950,3020534,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-06-17,29762793,62480,383490,1587,385238220,1931249,0.0374,262970250,214553189,48417061,4644350,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-06-18,29823546,60753,385137,1647,387167696,1929476,0.0359,266355940,217542993,48812947,3385690,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-06-19,29881772,58226,386708,1571,389207637,2039941,0.034,270908312,221493259,49415053,4552372,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-06-20,29935221,53449,388135,1427,391019083,1811446,0.033,274286599,224541283,49745316,3378287,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-06-21,29977861,42640,389302,1167,392407782,1388699,0.0318,283313942,232744813,50569129,9027343,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-06-22,30028709,50848,390660,1358,394072142,1664360,0.0312,289855456,238586187,51269269,6541514,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-06-23,30082778,54069,391981,1321,395973198,1901056,0.0302,293370338,241720520,51649818,3514882,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-06-24,30134445,51667,393310,1329,397832667,1859469,0.0295,300054027,247652194,52401833,6683689,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-06-25,30183143,48698,394493,1183,399568448,1735781,0.029,306661528,253359907,53301621,6607501,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-06-26,30233183,50040,395751,1258,401811892,2243444,0.0279,314841384,260253182,54588202,8179856,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-06-27,30279331,46148,396730,979,404265101,2453209,0.026,318030412,262916313,55114099,3189028,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-06-28,30316897,37566,397637,907,406371279,2106178,0.0243,321423578,265545768,55877810,3393166,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-06-29,30362848,45951,398454,817,408139287,1768008,0.0238,327423913,270178001,57245912,6000335,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-06-30,30411634,48786,399459,1005,410100044,1960757,0.0233,329158139,271410023,57748116,1734226,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-01,30458251,46617,400312,853,412021494,1921450,0.0228,334741649,275693081,59048568,5583510,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-02,30502362,44111,401050,738,414251520,2230026,0.0217,335671794,276339011,59332783,930145,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-03,30545433,43071,402005,955,416416463,2164943,0.0214,344300590,282231365,62069225,8628796,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-04,30585229,39796,402728,723,418254953,1838490,0.0219,347378550,284455266,62923284,3077960,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-05,30619932,34703,403281,553,419777457,1522504,0.0226,351229497,286751758,64477739,3850947,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-06,30663665,43733,404211,930,421424881,1647424,0.0226,354307646,288782557,65525089,3078149,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-07,30709557,45892,405028,817,423332097,1907216,0.0225,358070763,291184757,66886006,3763117,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-08,30752950,43393,405939,911,425225897,1893800,0.0223,368991222,298678913,70312309,10920459,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-09,30795716,42766,407145,1206,427016605,1790708,0.023,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-10,30837222,41506,408040,895,429041970,2025365,0.0231,376032586,303171498,72861088,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-11,30874376,37154,408764,724,430885470,1843500,0.0229,377352501,304018852,73333649,1319915,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-12,30907282,32906,410784,2020,432317813,1432343,0.0229,381467646,306612781,74854865,4115145,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-13,30946147,38865,411406,622,434058138,1740325,0.0224,387697935,311387539,76310396,6230289,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-14,30987880,41733,411989,583,435973639,1915501,0.022,391340491,313529502,77810989,3642556,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-15,31026829,38949,412531,542,438011958,2038319,0.0214,395343767,316116189,79227578,4003276,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-16,31064908,38079,413091,560,440023239,2011281,0.0207,399695879,318665226,81030653,4352112,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-17,31106065,41157,413609,518,442021954,1998715,0.0207,404931715,321893762,83037953,5235836,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-18,31144229,38164,414108,499,443958663,1936709,0.0206,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-19,31174322,30093,414482,374,445422256,1463593,0.0204,411846401,326392783,85453618,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-20,31216337,42015,418480,3998,447341133,1918877,0.0203,415472455,328716212,86756243,3626054,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-21,31257720,41383,418987,507,449193273,1852140,0.0204,417851151,330259212,87591939,2378696,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-22,31293062,35342,419470,483,450911712,1718439,0.0206,423417030,333945151,89471879,5565879,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-23,31332159,39097,420016,546,452939545,2027833,0.0207,427882261,336819816,91062445,4465231,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-24,31371901,39742,420551,535,454570811,1631266,0.0212,433150864,340387695,92763169,5268603,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-25,31411262,39361,420967,416,456289567,1718756,0.0217,435196001,341802707,93393294,2045137,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-26,31440951,29689,421382,415,457444011,1154444,0.0222,441912395,346516149,95396246,6716394,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-27,31484605,43654,422022,640,459164121,1720110,0.0227,446156659,349324061,96832598,4244264,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-28,31528114,43509,422662,640,460900978,1736857,0.0231,450706257,352545271,98160986,4549598,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-29,31572344,44230,423217,555,462629773,1728795,0.0238,456033754,356140739,99893015,5327497,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-30,31613993,41649,423810,593,464650723,2020950,0.0241,461518479,359820313,101698166,5484725,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-07-31,31655824,41831,424351,541,466427038,1776315,0.0239,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-01,31695958,40134,424773,422,468216510,1789472,0.0239,472223639,367994586,104229053,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-02,31726507,30549,425195,422,469645494,1428984,0.0234,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-03,31769132,42625,425757,562,471294789,1649295,0.0235,485286570,378090597,107195973,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-04,31812114,42982,426290,533,473142307,1847518,0.0232,489342295,381126275,108216020,4055725,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-05,31856757,44643,426754,464,474893363,1751056,0.0232,495327595,385631050,109696545,5985300,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-06,31895385,38628,427371,617,476533650,1640287,0.0237,501009609,390041560,110968049,5682014,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-07,31934455,39070,427862,491,478316964,1783314,0.0234,506810492,394378151,112432341,5800883,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-08,31969954,35499,428309,447,480039185,1722221,0.0232,508664759,395667593,112997166,1854267,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-09,31998158,28204,428682,373,481767232,1728047,0.0224,514500268,400158057,114342211,5835509,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-10,32036511,38353,429179,497,483278545,1511313,0.0223,519080524,403596088,115484436,4580256,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-11,32077706,41195,429669,490,485056507,1777962,0.0223,523671019,406980329,116690690,4590495,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-12,32117826,40120,430254,585,487370196,2313689,0.0209,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-13,32156493,38667,430732,478,489470779,2100583,0.0202,536189903,416846115,119343788,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-14,32192576,36083,431225,493,491700577,2229798,0.0193,543846290,422575401,121270889,7656387,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-15,32225513,32937,431642,417,493624440,1923863,0.0188,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-16,32250679,25166,432079,437,494805652,1181212,0.0194,550520038,428681772,121838266,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-17,32285857,35178,432519,440,496629524,1823872,0.0187,556520316,433454974,123065342,6000278,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-18,32322258,36401,433049,530,498427083,1797559,0.0183,562151515,437698591,124452924,5631199,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-19,32358829,36571,433589,540,500300840,1873757,0.0186,566595708,441116044,125479664,4444193,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-20,32393286,34457,433964,375,502699702,2398862,0.0179,573205464,446102199,127103265,6609756,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-21,32424234,30948,434367,403,504576158,1876456,0.018,576365820,448292884,128072936,3160356,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-22,32449306,25072,434756,389,506256239,1680081,0.0177,580771824,451186857,129584967,4406004,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-23,32474773,25467,435110,354,507551399,1295160,0.0176,582239230,452207578,130031652,1467406,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-24,32512366,37593,435758,648,509391792,1840393,0.0177,588731504,456880623,131850881,6492274,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-25,32558530,46164,436365,607,511184547,1792755,0.0185,597923238,463341344,134581894,9191734,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-26,32603188,44658,436861,496,513129378,1944831,0.019,604391211,468130627,136260584,6467973,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-27,32649947,46759,437370,509,514954309,1824931,0.0209,615540527,476059071,139481456,11149316,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-28,32695030,45083,437830,460,516887602,1933293,0.022,625864766,483512657,142352109,10324239,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-29,32737939,42909,438210,380,518642929,1755327,0.0233,632587851,488153607,144434244,6723085,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-30,32768880,30941,438560,350,520146525,1503596,0.0234,639305611,493077195,146228416,6717760,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-08-31,32810845,41965,439020,460,521541098,1394573,0.0246,644799225,497002083,147797142,5493614,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-09-01,32857937,47092,439529,509,523184293,1643195,0.025,661576916,509668131,151908785,16777691,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-09-02,32903289,45352,439895,366,,,0.0256,669775627,515627968,154147659,8198711,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-09-03,32945907,42618,440225,330,526535068,,0.0256,675654935,519667854,155987081,5879308,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-09-04,32988673,42766,440533,308,528240038,1704970,0.0259,677744969,521015869,156729100,2090034,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-09-05,33027621,38948,440752,219,530058218,1818180,0.0254,684515513,525319361,159196152,6770544,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-09-06,33058843,31222,441042,290,531468867,1410649,0.0256,688453563,527862293,160591270,3938050,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-09-07,33096718,37875,441411,369,533189348,1720481,0.0245,699668404,536004002,163664402,11214841,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-09-08,33139981,43263,441749,338,534943093,1753745,0.024,710550810,543462433,167088377,10882406,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-09-09,33174954,34973,442009,260,536817243,1874150,0.0227,720910239,550694661,170215578,10359429,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-09-10,33208330,33376,442317,308,538604854,1787611,0.0217,724114731,552964723,171150008,3204492,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-09-11,33236921,28591,442655,338,540196989,1592135,0.0208,733428972,558984568,174444404,9314241,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-09-12,33264175,27254,442874,219,541805829,1608840,0.0201,740278136,563337272,176940864,6849164,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-09-13,33289579,25404,443213,339,543014076,1208247,0.02,750284569,570046655,180237914,10006433,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-09-14,33316755,27176,443497,284,544444967,1430891,0.0195,752714069,571662310,181051759,2429500,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-09-15,33347325,30570,443928,431,546055796,1610829,0.0187,761350715,576856263,184494452,8636646,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-09-16,33381728,34403,444248,320,547701729,1645933,0.019,771341641,582842108,188499533,9990926,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
